,negative,positive,total
went,0,16,16
were,7,91,98
weren,2,4,6
werent,0,1,1
west,0,1,1
western,0,4,4
westminster,1,3,4
wet,0,6,6
wethepeople,0,3,3
wewe,0,1,1
wh,0,1,1
whack,0,3,3
whackos,0,1,1
whaooaaaaa,0,1,1
what,47,393,440
whataboutery,0,1,1
whataboutism,0,1,1
whatajoke,1,0,1
whatever,1,12,13
whateverittakes,0,1,1
whatilearnedtoday,0,1,1
whats,0,3,3
whatsapp,1,0,1
whatsoever,0,2,2
wheat,2,0,2
wheb,1,0,1
wheeew,0,1,1
when,24,187,211
whenever,0,2,2
wher,0,1,1
where,11,65,76
whereas,0,2,2
wherever,0,1,1
whether,0,3,3
which,12,56,68
whiff,0,1,1
while,3,53,56
whilst,0,2,2
whine,0,4,4
whined,0,1,1
whiners,0,1,1
whiney,0,1,1
whining,1,4,5
whiny,0,2,2
whip,0,1,1
whips,0,1,1
whispering,0,1,1
whistle,0,4,4
whistles,0,2,2
whit,0,1,1
white,4,88,92
whites,0,4,4
whitesupremacist,1,0,1
whitewater,0,1,1
whitey,0,1,1
whities,0,1,1
who,33,353,386
whoaaa,0,1,1
whoever,0,8,8
whole,5,31,36
wholeheartedly,0,1,1
wholly,0,1,1
whom,1,4,5
whomever,0,1,1
whooped,1,0,1
whoopin,0,1,1
whore,2,6,8
whores,0,1,1
whoring,0,1,1
whos,0,2,2
whose,0,3,3
whoviille,0,1,1
whud,0,1,1
why,11,222,233
wi,0,3,3
wicked,0,1,1
widdit,1,0,1
widdle,0,2,2
wide,0,3,3
widespread,0,2,2
widget,0,1,1
widow,0,1,1
wield,0,1,1
wife,1,17,18
wifes,0,1,1
wigs,1,0,1
wild,1,5,6
will,21,331,352
willeford,0,1,1
willfully,0,1,1
williams,0,8,8
willie,0,3,3
willing,1,6,7
willy,0,1,1
win,4,16,20
winchester,0,2,2
wind,1,1,2
window,0,3,3
windows,0,1,1
windrush,0,1,1
wing,2,17,19
winger,0,1,1
wingers,0,3,3
wings,0,1,1
winner,0,2,2
winners,0,2,2
winning,1,9,10
winnipeg,0,1,1
wins,0,6,6
winter,1,0,1
wipe,0,2,2
wiped,0,1,1
wipers,0,1,1
wiping,0,1,1
wired,1,0,1
wisconsin,0,3,3
wisdom,1,0,1
wise,0,2,2
wish,2,11,13
wit,0,5,5
witch,0,12,12
with,39,506,545
withdraw,0,1,1
wither,0,1,1
within,0,4,4
without,2,21,23
witless,0,1,1
witness,0,3,3
witnesses,0,2,2
wiv,0,1,1
wives,0,1,1
wnba,0,1,1
wobbly,0,1,1
woke,0,6,6
woker,0,1,1
wolf,0,2,2
wolverines,0,1,1
woman,7,74,81
womanhood,0,1,1
womans,0,1,1
womb,0,4,4
women,3,93,96
womens,0,1,1
won,4,45,49
wonder,0,28,28
wonderful,0,5,5
wondering,0,1,1
wont,0,1,1
woo,0,1,1
wood,0,1,1
woodley,0,2,2
woods,0,2,2
woodstock,0,1,1
woodward,0,2,2
woodword,0,1,1
woolly,0,1,1
woooow,0,1,1
woosy,0,1,1
word,2,23,25
worded,0,2,2
words,1,18,19
wore,0,1,1
work,10,41,51
worked,0,9,9
workers,1,4,5
working,3,25,28
works,1,17,18
world,4,40,44
worlds,1,1,2
worldwide,0,1,1
worm,0,1,1
worms,0,2,2
worried,1,7,8
worries,0,4,4
worry,0,4,4
worrying,1,0,1
worse,3,17,20
worser,0,1,1
worship,0,3,3
worshiping,0,1,1
worships,0,1,1
worst,1,38,39
worth,1,13,14
worthless,0,4,4
worthy,0,1,1
wortless,0,1,1
would,18,150,168
woulda,0,1,1
wouldn,3,25,28
wouldnt,0,1,1
wow,4,18,22
wr,0,1,1
wranglers,0,1,1
wraps,1,0,1
wrath,0,1,1
wrecked,0,1,1
wrecking,1,1,2
wrestle,0,1,1
write,0,10,10
writer,0,4,4
writes,0,1,1
writing,0,1,1
written,0,2,2
wrong,1,55,56
wrongfully,0,1,1
wrongs,0,1,1
wrote,0,4,4
wtaf,0,1,1
wtc,0,1,1
wtf,3,11,14
wth,0,2,2
ww2,0,2,2
wwg1wga,1,21,22
wwgiwga,0,1,1
wwii,1,1,2
wynn,0,1,1
wyvern,0,1,1
xd,1,4,5
xenoblade,1,1,2
xi,0,2,2
xm15,0,1,1
xox,0,1,1
xtc,0,1,1
xxx,1,0,1
ya,2,18,20
yah,0,1,1
yahweh,0,1,1
yal,0,1,1
yale,0,2,2
yall,0,1,1
yankee,0,1,1
yawn,1,1,2
yds,0,1,1
ye,0,3,3
yea,2,4,6
yeah,13,40,53
yeahh,0,1,1
yeahhhhh,0,1,1
yeap,0,1,1
year,4,34,38
years,12,60,72
yee,0,1,1
yell,1,1,2
yelling,0,3,3
yellow,0,2,2
yen,0,6,6
yentas,0,1,1
yep,0,7,7
yer,0,2,2
yes,8,50,58
yesonkavanaugh,0,1,1
yessssshhhhh,0,1,1
yesterday,2,4,6
yet,5,38,43
yh,0,1,1
yhuuu,0,1,1
yi,0,1,1
yo,0,9,9
yokels,0,1,1
yonks,0,1,1
yoo,0,1,1
yorker,0,1,1
yoruba,0,2,2
yoshi,0,1,1
you,146,1726,1872
youaregoingtojail,0,1,1
youbuiltthis,0,1,1
youhadonejob,1,0,1
youhavebeenexposed,0,1,1
youll,0,1,1
young,3,13,16
younger,0,2,2
youngo,0,1,1
youngsters,0,1,1
your,28,451,479
youre,0,4,4
yours,0,4,4
yourself,3,25,28
yourselves,0,4,4
youth,0,5,5
youthful,1,0,1
youtube,0,3,3
youuuuu,0,1,1
ypu,0,1,1
yr,1,4,5
yrs,0,4,4
ytd,1,0,1
yucker,0,1,1
yuge,0,2,2
yumi,0,1,1
yup,0,3,3
yutz,0,1,1
yuzuki,0,1,1
yyyy,0,1,1
zac,0,1,1
zack,0,1,1
zagami,0,1,1
zarries,0,1,1
zazzle,0,1,1
zealots,0,2,2
zena,0,1,1
zero,0,21,21
zimmerman,1,2,3
zip,0,1,1
zipit,0,1,1
zodiac,0,1,1
zog,0,1,1
zombie,0,4,4
zone,0,3,3
zoomed,0,1,1
𝓭𝔂𝓼𝓹𝓱𝓸𝓻𝓲𝓪,0,1,1
